auc,auc_pr,sensitivity,specificity,precision,f1,balanced_accuracy,fpr_per_hour,patient
0.4715505272797093,0.23762830606354868,0.9426934097421203,0.09484536082474226,0.27257663628831813,0.4228791773778921,0.5187693852834313,325.85567010309273,chb01
0.5365922530064449,0.26691104299860047,0.3017241379310345,0.8554913294797688,0.3181818181818182,0.3097345132743363,0.5786077337054016,52.02312138728324,chb02
0.4424936921783011,0.1515198811970463,0.9870689655172413,0.018970189701897018,0.1741444866920152,0.2960568842921784,0.5030195776095692,353.17073170731703,chb03
0.4214955740520544,0.1695825566291786,0.05747126436781609,0.9758620689655172,0.3225806451612903,0.0975609756097561,0.5166666666666666,8.689655172413794,chb04
0.5869380183326058,0.27910233100751375,0.6336206896551724,0.5227848101265823,0.28053435114503816,0.38888888888888884,0.5782027498908773,171.79746835443035,chb05
0.5146426176436583,0.16478208008168982,0.9806451612903225,0.10580645161290322,0.17988165680473372,0.304,0.5432258064516129,321.90967741935486,chb06
0.5576097959183673,0.1871537063793529,0.9085714285714286,0.2,0.1850989522700815,0.3075435203094778,0.5542857142857143,288.0,chb07
0.5059989184851815,0.25290454548940156,0.19931271477663232,0.868020304568528,0.30851063829787234,0.24217118997912318,0.5336665096725801,47.51269035532995,chb08
0.46443222354340075,0.14686314928953248,0.9741379310344828,0.08103448275862069,0.17492260061919504,0.29658792650918636,0.5275862068965518,330.82758620689657,chb09
0.5408466597102575,0.19387524478199453,0.43842364532019706,0.7192118226600985,0.23796791443850268,0.3084922010398613,0.5788177339901478,101.08374384236453,chb10
0.5878143175282696,0.21596525832486768,0.5267489711934157,0.649737302977233,0.24242424242424243,0.3320363164721141,0.5882431370853243,126.09457092819615,chb13
0.5045011199969947,0.3166744871118943,0.22660098522167488,0.8398474737845567,0.35384615384615387,0.27627627627627627,0.5332242295031158,57.65490943755958,chb14
0.5305621614480116,0.18894316381172238,0.46264367816091956,0.6097701149425288,0.19166666666666668,0.2710437710437711,0.5362068965517242,140.48275862068965,chb15
0.4878467785444529,0.2678092013217242,0.5726495726495726,0.46179401993355484,0.2925764192139738,0.3872832369942197,0.5172217962915637,193.75415282392026,chb16
0.6015062040845021,0.26172534722820684,0.603448275862069,0.5764525993883792,0.27486910994764396,0.37769784172661874,0.589950437625224,152.47706422018348,chb17
0.4393295561850803,0.15307182097660732,0.9956896551724138,0.0084985835694051,0.18032786885245902,0.3053536021150033,0.5020941193709094,356.94050991501416,chb18
0.3462395957193817,0.11937412593195051,0.9741379310344828,0.056896551724137934,0.1712121212121212,0.2912371134020618,0.5155172413793103,339.51724137931035,chb19
0.4297627920125415,0.2238100010284395,0.9957081545064378,0.01347305389221557,0.26038159371492703,0.4128113879003559,0.5045906041993267,355.1497005988024,chb20
0.4182651146692898,0.18223650342106273,0.0,1.0,0.0,0.0,0.5,0.0,chb22
0.438428953626635,0.14563460884255017,0.0,1.0,0.0,0.0,0.5,0.0,chb23
0.4970454526703134,0.22647624153815804,0.714759535655058,0.31144278606965176,0.237465564738292,0.35649296939619524,0.5131011608623549,247.8805970149254,chb24
0.4916,0.2072,0.5951,0.4748,0.2219,0.285,0.5349,189.0868,MEAN
0.0656,0.0534,0.3584,0.3679,0.0927,0.1172,0.0311,132.4526,STD
