auc,auc_pr,sensitivity,specificity,precision,f1,balanced_accuracy,fpr_per_hour,patient
0.4150905080354329,0.13458309056355333,1.0,0.009467455621301775,0.1679920477137177,0.2876595744680851,0.5047337278106508,356.59171597633133,chb01
0.42302295918367344,0.19373443500653317,0.17857142857142858,0.9071428571428571,0.2777777777777778,0.21739130434782608,0.5428571428571428,33.42857142857143,chb02
0.46612244897959176,0.165698781582223,0.05714285714285714,0.9828571428571429,0.4,0.09999999999999999,0.52,6.171428571428572,chb03
0.434608843537415,0.1531669176181128,0.05952380952380952,0.9523809523809523,0.2,0.09174311926605504,0.5059523809523809,17.142857142857142,chb04
0.5586256377551021,0.2033560264477981,0.6339285714285714,0.4982142857142857,0.20170454545454544,0.3060344827586207,0.5660714285714286,180.64285714285714,chb05
0.5542518518518519,0.1988699708427744,0.84,0.2862222222222222,0.1905241935483871,0.3105998356614626,0.5631111111111111,256.96,chb06
0.5206366782006919,0.1626454853927704,0.7764705882352941,0.3623529411764706,0.19584569732937684,0.3127962085308057,0.5694117647058824,229.5529411764706,chb07
0.6067501634726623,0.2170793969234085,0.6737588652482269,0.5120567375886524,0.2164009111617312,0.32758620689655177,0.5929078014184397,175.6595744680851,chb08
0.5511001275510204,0.1803357991111745,0.7053571428571429,0.4392857142857143,0.2010178117048346,0.31287128712871287,0.5723214285714286,201.85714285714286,chb09
0.644247188671387,0.252150824039159,0.5255102040816326,0.7295918367346939,0.2798913043478261,0.36524822695035464,0.6275510204081632,97.3469387755102,chb10
0.4683956916099773,0.15065091162686634,0.9642857142857143,0.05714285714285714,0.16981132075471697,0.2887700534759358,0.5107142857142857,339.4285714285714,chb13
0.46209391920033327,0.15747559637850034,0.00510204081632653,0.9989795918367347,0.5,0.010101010101010102,0.5020408163265306,0.36734693877551017,chb14
0.5068724740025887,0.16859474816274775,0.9554896142433235,0.09258160237388724,0.17396002160994056,0.2943327239488117,0.5240356083086053,326.6706231454006,chb15
0.49241681975913454,0.17275541094359162,0.2323943661971831,0.8159420289855073,0.20625,0.2185430463576159,0.5241681975913451,66.26086956521739,chb16
0.6181689342403629,0.2443301756718982,0.5238095238095238,0.7571428571428571,0.3013698630136986,0.38260869565217387,0.6404761904761904,87.42857142857142,chb17
0.4972098214285714,0.15846956555205594,0.6607142857142857,0.4017857142857143,0.18092909535452323,0.2840690978886756,0.53125,215.35714285714286,chb18
0.3963647959183674,0.13499560004505418,0.9464285714285714,0.11071428571428571,0.17549668874172186,0.2960893854748603,0.5285714285714286,320.1428571428571,chb19
0.44611167671704915,0.15772759784710666,0.07079646017699115,0.9575221238938053,0.25,0.1103448275862069,0.5141592920353982,15.29203539823009,chb20
0.3482142857142857,0.1260588675555695,0.023809523809523808,0.9809523809523809,0.2,0.0425531914893617,0.5023809523809524,6.857142857142857,chb22
0.46552933673469377,0.1633785486936709,0.017857142857142856,0.9946428571428572,0.4,0.034188034188034185,0.50625,1.9285714285714286,chb23
0.4702585326525128,0.15825327012734597,0.4,0.6150819672131147,0.17207334273624825,0.24063116370808676,0.5075409836065574,138.5704918032787,chb24
0.4927,0.174,0.4881,0.5934,0.241,0.2302,0.5408,146.3647,MEAN
0.0756,0.0336,0.3635,0.3478,0.0907,0.1157,0.0411,125.1963,STD
